,lower,upper,x,density,iter
proposal39_2,4.0,4.0,4.0,0.75,3
proposal40_2,1.0,6.0,4.0,0.75,3
proposal41_2,4.0,4.0,4.0,0.75,3
proposal42_2,4.0,4.0,4.0,0.75,3
proposal43_2,4.0,4.0,4.0,0.75,3
proposal44_2,4.0,4.0,4.0,0.75,3
proposal45_2,4.0,4.0,4.0,0.75,3
proposal46_2,4.0,4.0,4.0,0.75,3
proposal47_2,3.0,4.0,4.0,0.75,3
proposal48_2,4.0,4.0,4.0,0.75,3
proposal49_2,4.0,4.0,4.0,0.75,3
proposal50_2,4.0,4.0,4.0,0.75,3
proposal51_2,4.0,4.0,4.0,0.75,3
proposal52_2,3.0,5.0,4.0,0.75,3
proposal53_2,3.0,4.0,4.0,0.75,3
proposal54_2,3.0,4.0,4.0,0.75,3
proposal55_2,4.0,4.0,4.0,0.75,3
proposal56_2,2.0,4.0,4.0,0.75,3
proposal57_2,3.0,4.0,3.0,0.75,3
proposal58_2,3.0,4.0,4.0,0.75,3
proposal59_2,3.0,4.0,3.0,0.75,3
proposal60_2,3.0,3.0,3.0,0.75,3
proposal61_2,3.0,4.0,3.0,0.75,3
proposal62_2,1.0,6.0,3.0,0.75,3
proposal63_2,3.0,4.0,3.0,0.75,3
proposal64_2,3.0,3.0,3.0,0.75,3
proposal65_2,3.0,3.0,3.0,0.75,3
proposal66_2,3.0,3.0,3.0,0.75,3
proposal67_2,1.0,6.0,3.0,0.75,3
proposal68_2,3.0,3.0,3.0,0.75,3
proposal69_2,3.0,3.0,3.0,0.75,3
proposal70_2,3.0,3.0,3.0,0.75,3
proposal71_2,3.0,3.0,3.0,0.75,3
proposal72_2,3.0,3.0,3.0,0.75,3
proposal73_2,2.0,3.0,3.0,0.75,3
proposal74_2,3.0,3.0,3.0,0.75,3
proposal75_2,3.0,3.0,3.0,0.75,3
proposal76_2,2.0,3.0,3.0,0.75,3
proposal77_2,2.0,3.0,3.0,0.75,3
proposal78_2,2.0,3.0,3.0,0.75,3
proposal79_2,1.0,6.0,2.5,0.75,3
proposal80_2,1.0,6.0,3.0,0.75,3
proposal81_2,2.0,3.0,2.5,0.75,3
proposal82_2,2.0,3.0,2.5,0.75,3
proposal83_2,2.0,3.0,2.0,0.75,3
proposal84_2,1.0,3.0,2.0,0.75,3
proposal85_2,2.0,2.0,2.0,0.75,3
proposal86_2,2.0,2.0,2.0,0.75,3
proposal87_2,2.0,2.0,2.0,0.75,3
proposal88_2,2.0,2.0,2.0,0.75,3
proposal89_2,2.0,2.0,2.0,0.75,3
proposal90_2,2.0,2.0,2.0,0.75,3
proposal91_2,2.0,2.0,2.0,0.75,3
proposal92_2,1.0,1.0,1.0,0.75,3
proposal1_3,6.0,6.0,6.0,0.75,3
proposal2_3,1.0,6.0,6.0,0.75,3
proposal3_3,6.0,6.0,6.0,0.75,3
proposal4_3,6.0,6.0,6.0,0.75,3
proposal5_3,6.0,6.0,6.0,0.75,3
proposal6_3,6.0,6.0,6.0,0.75,3
proposal7_3,1.0,6.0,5.0,0.75,3
proposal8_3,4.0,6.0,6.0,0.75,3
proposal9_3,5.0,6.0,5.0,0.75,3
proposal10_3,5.0,5.0,5.0,0.75,3
proposal11_3,5.0,6.0,5.0,0.75,3
proposal12_3,5.0,5.0,5.0,0.75,3
proposal13_3,5.0,5.0,5.0,0.75,3
proposal14_3,5.0,5.0,5.0,0.75,3
proposal15_3,4.0,5.0,5.0,0.75,3
proposal16_3,1.0,6.0,5.0,0.75,3
proposal17_3,5.0,5.0,5.0,0.75,3
proposal18_3,1.0,6.0,5.0,0.75,3
proposal19_3,5.0,5.0,5.0,0.75,3
proposal20_3,5.0,5.0,5.0,0.75,3
proposal21_3,5.0,5.0,5.0,0.75,3
proposal22_3,5.0,5.0,5.0,0.75,3
proposal23_3,5.0,5.0,5.0,0.75,3
proposal24_3,5.0,5.0,5.0,0.75,3
proposal25_3,4.0,5.0,5.0,0.75,3
proposal26_3,4.0,5.0,5.0,0.75,3
proposal27_3,4.0,5.0,5.0,0.75,3
proposal28_3,4.0,5.0,5.0,0.75,3
proposal29_3,4.0,5.0,5.0,0.75,3
proposal30_3,4.0,5.0,5.0,0.75,3
proposal31_3,4.0,5.0,4.0,0.75,3
proposal32_3,3.0,5.0,5.0,0.75,3
proposal33_3,4.0,5.0,5.0,0.75,3
proposal34_3,4.0,5.0,4.5,0.75,3
proposal35_3,4.0,5.0,4.0,0.75,3
proposal36_3,4.0,4.0,4.0,0.75,3
proposal37_3,1.0,6.0,5.0,0.75,3
proposal38_3,4.0,4.0,4.0,0.75,3
proposal39_3,4.0,5.0,4.0,0.75,3
proposal40_3,4.0,4.0,4.0,0.75,3
proposal41_3,4.0,4.0,4.0,0.75,3
proposal42_3,4.0,5.0,4.0,0.75,3
proposal43_3,4.0,4.0,4.0,0.75,3
proposal44_3,4.0,4.0,4.0,0.75,3
proposal45_3,4.0,4.0,4.0,0.75,3
proposal46_3,3.0,4.0,4.0,0.75,3
proposal47_3,3.0,5.0,4.0,0.75,3
proposal48_3,3.0,4.0,4.0,0.75,3
proposal49_3,4.0,4.0,4.0,0.75,3
proposal50_3,4.0,4.0,4.0,0.75,3
proposal51_3,3.0,4.0,4.0,0.75,3
proposal52_3,4.0,4.0,4.0,0.75,3
proposal53_3,3.0,4.0,3.0,0.75,3
proposal54_3,3.0,4.0,3.5,0.75,3
proposal55_3,1.0,6.0,3.5,0.75,3
proposal56_3,1.0,6.0,3.5,0.75,3
proposal57_3,3.0,4.0,3.0,0.75,3
proposal58_3,3.0,4.0,3.0,0.75,3
proposal59_3,3.0,4.0,3.5,0.75,3
proposal60_3,1.0,6.0,3.0,0.75,3
proposal61_3,1.0,6.0,3.5,0.75,3
proposal62_3,3.0,3.0,3.0,0.75,3
proposal63_3,3.0,3.0,3.0,0.75,3
proposal64_3,3.0,3.0,3.0,0.75,3
proposal65_3,3.0,3.0,3.0,0.75,3
proposal66_3,3.0,3.0,3.0,0.75,3
proposal67_3,3.0,3.0,3.0,0.75,3
proposal68_3,3.0,3.0,3.0,0.75,3
proposal69_3,3.0,3.0,3.0,0.75,3
proposal70_3,1.0,6.0,3.0,0.75,3
proposal71_3,3.0,3.0,3.0,0.75,3
proposal72_3,3.0,4.0,3.0,0.75,3
proposal73_3,3.0,3.0,3.0,0.75,3
proposal74_3,1.0,6.0,3.0,0.75,3
proposal75_3,3.0,3.0,3.0,0.75,3
proposal76_3,3.0,3.0,3.0,0.75,3
proposal77_3,3.0,3.0,3.0,0.75,3
proposal78_3,2.0,3.0,3.0,0.75,3
proposal79_3,2.0,2.0,2.0,0.75,3
proposal80_3,2.0,2.0,2.0,0.75,3
proposal81_3,2.0,2.0,2.0,0.75,3
proposal82_3,1.0,6.0,2.0,0.75,3
proposal83_3,1.0,6.0,2.0,0.75,3
proposal84_3,2.0,2.0,2.0,0.75,3
proposal85_3,2.0,2.0,2.0,0.75,3
proposal86_3,1.0,2.0,1.5,0.75,3
proposal1_4,6.0,6.0,6.0,0.75,3
proposal2_4,5.0,6.0,6.0,0.75,3
proposal3_4,5.0,6.0,5.5,0.75,3
proposal4_4,5.0,6.0,6.0,0.75,3
proposal5_4,5.0,6.0,6.0,0.75,3
proposal6_4,5.0,5.0,5.0,0.75,3
proposal7_4,5.0,5.0,5.0,0.75,3
proposal8_4,5.0,6.0,5.0,0.75,3
proposal9_4,5.0,6.0,5.5,0.75,3
proposal10_4,5.0,5.0,5.0,0.75,3
proposal11_4,5.0,5.0,5.0,0.75,3
proposal12_4,5.0,5.0,5.0,0.75,3
proposal13_4,5.0,5.0,5.0,0.75,3
proposal14_4,5.0,5.0,5.0,0.75,3
proposal15_4,5.0,5.0,5.0,0.75,3
proposal16_4,4.0,5.0,5.0,0.75,3
proposal17_4,5.0,5.0,5.0,0.75,3
proposal18_4,5.0,5.0,5.0,0.75,3
proposal19_4,5.0,5.0,5.0,0.75,3
proposal20_4,5.0,5.0,5.0,0.75,3
proposal21_4,5.0,5.0,5.0,0.75,3
proposal22_4,4.0,5.0,5.0,0.75,3
proposal23_4,4.0,5.0,4.5,0.75,3
proposal24_4,4.0,5.0,4.0,0.75,3
proposal25_4,4.0,5.0,5.0,0.75,3
proposal26_4,4.0,4.0,4.0,0.75,3
proposal27_4,4.0,4.0,4.0,0.75,3
proposal28_4,4.0,4.0,4.0,0.75,3
proposal29_4,4.0,4.0,4.0,0.75,3
proposal30_4,4.0,4.0,4.0,0.75,3
proposal31_4,4.0,4.0,4.0,0.75,3
proposal32_4,4.0,5.0,4.0,0.75,3
proposal33_4,1.0,6.0,4.0,0.75,3
proposal34_4,4.0,4.0,4.0,0.75,3
proposal35_4,4.0,4.0,4.0,0.75,3
proposal36_4,4.0,4.0,4.0,0.75,3
proposal37_4,4.0,4.0,4.0,0.75,3
proposal38_4,4.0,4.0,4.0,0.75,3
proposal39_4,4.0,4.0,4.0,0.75,3
proposal40_4,4.0,4.0,4.0,0.75,3
proposal41_4,4.0,4.0,4.0,0.75,3
proposal42_4,4.0,4.0,4.0,0.75,3
proposal43_4,1.0,6.0,4.0,0.75,3
proposal44_4,4.0,4.0,4.0,0.75,3
proposal45_4,4.0,4.0,4.0,0.75,3
proposal46_4,4.0,4.0,4.0,0.75,3
proposal47_4,3.0,4.0,4.0,0.75,3
proposal48_4,4.0,4.0,4.0,0.75,3
proposal49_4,3.0,4.0,4.0,0.75,3
proposal50_4,1.0,6.0,3.0,0.75,3
proposal51_4,3.0,4.0,3.5,0.75,3
proposal52_4,3.0,4.0,4.0,0.75,3
proposal53_4,1.0,6.0,3.0,0.75,3
proposal54_4,3.0,3.0,3.0,0.75,3
proposal55_4,3.0,4.0,3.0,0.75,3
proposal56_4,3.0,4.0,3.0,0.75,3
proposal57_4,3.0,4.0,3.0,0.75,3
proposal58_4,3.0,3.0,3.0,0.75,3
proposal59_4,3.0,3.0,3.0,0.75,3
proposal60_4,3.0,3.0,3.0,0.75,3
proposal61_4,3.0,3.0,3.0,0.75,3
proposal62_4,3.0,3.0,3.0,0.75,3
proposal63_4,3.0,3.0,3.0,0.75,3
proposal64_4,1.0,6.0,3.0,0.75,3
proposal65_4,3.0,3.0,3.0,0.75,3
proposal66_4,3.0,3.0,3.0,0.75,3
proposal67_4,3.0,3.0,3.0,0.75,3
proposal68_4,3.0,3.0,3.0,0.75,3
proposal69_4,3.0,3.0,3.0,0.75,3
proposal70_4,3.0,3.0,3.0,0.75,3
proposal71_4,3.0,3.0,3.0,0.75,3
proposal72_4,3.0,3.0,3.0,0.75,3
proposal73_4,1.0,6.0,3.0,0.75,3
proposal74_4,3.0,3.0,3.0,0.75,3
proposal75_4,3.0,3.0,3.0,0.75,3
proposal76_4,1.0,6.0,3.0,0.75,3
proposal77_4,2.0,3.0,2.0,0.75,3
proposal78_4,2.0,2.0,2.0,0.75,3
proposal79_4,1.0,3.0,2.5,0.75,3
proposal80_4,2.0,2.0,2.0,0.75,3
proposal81_4,1.0,6.0,2.0,0.75,3
proposal82_4,2.0,2.0,2.0,0.75,3
proposal83_4,2.0,2.0,2.0,0.75,3
proposal84_4,2.0,2.0,2.0,0.75,3
proposal85_4,1.0,1.0,1.0,0.75,3
proposal86_4,1.0,1.0,1.0,0.75,3
proposal87_4,1.0,1.0,1.0,0.75,3
proposal88_4,1.0,6.0,1.0,0.75,3
proposal1_1,1.0,6.0,6.0,0.75,4
proposal2_1,6.0,6.0,6.0,0.75,4
proposal3_1,5.0,6.0,6.0,0.75,4
proposal4_1,5.0,6.0,6.0,0.75,4
proposal5_1,4.0,6.0,6.0,0.75,4
proposal6_1,1.0,6.0,5.5,0.75,4
proposal7_1,5.0,6.0,5.0,0.75,4
proposal8_1,5.0,5.0,5.0,0.75,4
proposal9_1,4.0,5.0,5.0,0.75,4
proposal10_1,1.0,6.0,5.0,0.75,4
proposal11_1,5.0,5.0,5.0,0.75,4
proposal12_1,1.0,6.0,5.0,0.75,4
proposal13_1,5.0,5.0,5.0,0.75,4
proposal14_1,5.0,5.0,5.0,0.75,4
proposal15_1,5.0,5.0,5.0,0.75,4
proposal16_1,4.0,6.0,5.0,0.75,4
proposal17_1,5.0,5.0,5.0,0.75,4
proposal18_1,4.0,6.0,5.0,0.75,4
proposal19_1,1.0,6.0,5.0,0.75,4
proposal20_1,4.0,5.0,4.0,0.75,4
proposal21_1,4.0,5.0,5.0,0.75,4
proposal22_1,4.0,5.0,5.0,0.75,4
proposal23_1,4.0,5.0,4.5,0.75,4
proposal24_1,5.0,5.0,5.0,0.75,4
proposal25_1,4.0,5.0,4.0,0.75,4
proposal26_1,4.0,5.0,5.0,0.75,4
proposal27_1,1.0,6.0,5.0,0.75,4
proposal28_1,4.0,5.0,4.0,0.75,4
proposal29_1,4.0,5.0,4.0,0.75,4
proposal30_1,1.0,6.0,5.0,0.75,4
proposal31_1,4.0,5.0,4.5,0.75,4
proposal32_1,4.0,4.0,4.0,0.75,4
proposal33_1,4.0,5.0,4.0,0.75,4
proposal34_1,4.0,5.0,4.0,0.75,4
proposal35_1,4.0,4.0,4.0,0.75,4
proposal36_1,1.0,6.0,4.5,0.75,4
proposal37_1,4.0,4.0,4.0,0.75,4
proposal38_1,4.0,4.0,4.0,0.75,4
proposal39_1,4.0,4.0,4.0,0.75,4
proposal40_1,4.0,4.0,4.0,0.75,4
proposal41_1,4.0,4.0,4.0,0.75,4
proposal42_1,4.0,4.0,4.0,0.75,4
proposal43_1,4.0,4.0,4.0,0.75,4
proposal44_1,3.0,4.0,4.0,0.75,4
proposal45_1,1.0,6.0,3.5,0.75,4
proposal46_1,4.0,4.0,4.0,0.75,4
proposal47_1,3.0,4.0,4.0,0.75,4
proposal48_1,4.0,4.0,4.0,0.75,4
proposal49_1,4.0,4.0,4.0,0.75,4
proposal50_1,3.0,4.0,3.5,0.75,4
proposal51_1,3.0,4.0,4.0,0.75,4
proposal52_1,3.0,4.0,4.0,0.75,4
proposal53_1,3.0,4.0,4.0,0.75,4
proposal54_1,3.0,4.0,3.5,0.75,4
proposal55_1,3.0,4.0,4.0,0.75,4
proposal56_1,3.0,4.0,4.0,0.75,4
proposal57_1,3.0,4.0,3.0,0.75,4
proposal58_1,3.0,4.0,3.0,0.75,4
proposal59_1,3.0,4.0,3.5,0.75,4
proposal60_1,1.0,6.0,3.0,0.75,4
proposal61_1,3.0,3.0,3.0,0.75,4
proposal62_1,3.0,3.0,3.0,0.75,4
proposal63_1,3.0,3.0,3.0,0.75,4
proposal64_1,3.0,3.0,3.0,0.75,4
proposal65_1,3.0,3.0,3.0,0.75,4
proposal66_1,3.0,3.0,3.0,0.75,4
proposal67_1,3.0,3.0,3.0,0.75,4
proposal68_1,1.0,6.0,3.0,0.75,4
proposal69_1,3.0,3.0,3.0,0.75,4
proposal70_1,3.0,3.0,3.0,0.75,4
proposal71_1,1.0,6.0,3.0,0.75,4
proposal72_1,3.0,3.0,3.0,0.75,4
proposal73_1,3.0,3.0,3.0,0.75,4
proposal74_1,1.0,6.0,3.0,0.75,4
proposal75_1,1.0,6.0,3.0,0.75,4
proposal76_1,2.0,3.0,3.0,0.75,4
proposal77_1,2.0,3.0,3.0,0.75,4
proposal78_1,2.0,2.0,2.0,0.75,4
proposal79_1,2.0,3.0,2.5,0.75,4
proposal80_1,2.0,3.0,2.0,0.75,4
proposal81_1,2.0,2.0,2.0,0.75,4
proposal82_1,2.0,2.0,2.0,0.75,4
proposal83_1,2.0,2.0,2.0,0.75,4
proposal84_1,2.0,2.0,2.0,0.75,4
proposal85_1,2.0,2.0,2.0,0.75,4
proposal86_1,1.0,2.0,2.0,0.75,4
proposal87_1,1.0,6.0,1.0,0.75,4
proposal1_2,6.0,6.0,6.0,0.75,4
proposal2_2,5.0,6.0,6.0,0.75,4
proposal3_2,5.0,6.0,6.0,0.75,4
proposal4_2,5.0,5.0,5.0,0.75,4
proposal5_2,5.0,6.0,5.0,0.75,4
proposal6_2,5.0,5.0,5.0,0.75,4
proposal7_2,1.0,6.0,5.0,0.75,4
proposal8_2,5.0,5.0,5.0,0.75,4
proposal9_2,1.0,6.0,5.0,0.75,4
proposal10_2,5.0,5.0,5.0,0.75,4
proposal11_2,5.0,5.0,5.0,0.75,4
proposal12_2,5.0,5.0,5.0,0.75,4
proposal13_2,5.0,5.0,5.0,0.75,4
proposal14_2,1.0,6.0,5.0,0.75,4
proposal15_2,5.0,5.0,5.0,0.75,4
proposal16_2,5.0,5.0,5.0,0.75,4
proposal17_2,4.0,5.0,5.0,0.75,4
proposal18_2,5.0,5.0,5.0,0.75,4
proposal19_2,4.0,5.0,5.0,0.75,4
proposal20_2,5.0,5.0,5.0,0.75,4
proposal21_2,5.0,5.0,5.0,0.75,4
proposal22_2,1.0,6.0,5.0,0.75,4
proposal23_2,5.0,5.0,5.0,0.75,4
proposal24_2,5.0,5.0,5.0,0.75,4
proposal25_2,5.0,5.0,5.0,0.75,4
proposal26_2,5.0,5.0,5.0,0.75,4
proposal27_2,5.0,5.0,5.0,0.75,4
proposal28_2,4.0,5.0,4.5,0.75,4
proposal29_2,4.0,5.0,4.5,0.75,4
proposal30_2,4.0,5.0,4.5,0.75,4
proposal31_2,4.0,5.0,4.0,0.75,4
proposal32_2,4.0,4.0,4.0,0.75,4
proposal33_2,1.0,6.0,4.0,0.75,4
proposal34_2,4.0,4.0,4.0,0.75,4
proposal35_2,4.0,4.0,4.0,0.75,4
proposal36_2,4.0,4.0,4.0,0.75,4
proposal37_2,4.0,4.0,4.0,0.75,4
proposal38_2,4.0,4.0,4.0,0.75,4
proposal39_2,4.0,4.0,4.0,0.75,4
proposal40_2,4.0,4.0,4.0,0.75,4
proposal41_2,4.0,4.0,4.0,0.75,4
proposal42_2,1.0,6.0,4.0,0.75,4
proposal43_2,4.0,4.0,4.0,0.75,4
proposal44_2,3.0,5.0,4.0,0.75,4
proposal45_2,4.0,4.0,4.0,0.75,4
proposal46_2,4.0,4.0,4.0,0.75,4
proposal47_2,4.0,4.0,4.0,0.75,4
proposal48_2,4.0,4.0,4.0,0.75,4
proposal49_2,4.0,4.0,4.0,0.75,4
proposal50_2,3.0,4.0,4.0,0.75,4
proposal51_2,3.0,4.0,4.0,0.75,4
proposal52_2,2.0,4.0,4.0,0.75,4
proposal53_2,3.0,4.0,4.0,0.75,4
proposal54_2,3.0,4.0,3.5,0.75,4
proposal55_2,3.0,4.0,4.0,0.75,4
proposal56_2,4.0,4.0,4.0,0.75,4
proposal57_2,4.0,4.0,4.0,0.75,4
proposal58_2,4.0,4.0,4.0,0.75,4
proposal59_2,3.0,4.0,3.5,0.75,4
proposal60_2,3.0,4.0,3.0,0.75,4
proposal61_2,3.0,3.0,3.0,0.75,4
proposal62_2,3.0,3.0,3.0,0.75,4
proposal63_2,1.0,6.0,3.5,0.75,4
proposal64_2,1.0,6.0,3.0,0.75,4
proposal65_2,1.0,6.0,3.0,0.75,4
proposal66_2,3.0,3.0,3.0,0.75,4
proposal67_2,3.0,3.0,3.0,0.75,4
proposal68_2,3.0,3.0,3.0,0.75,4
proposal69_2,3.0,3.0,3.0,0.75,4
proposal70_2,3.0,3.0,3.0,0.75,4
proposal71_2,1.0,6.0,3.0,0.75,4
proposal72_2,3.0,3.0,3.0,0.75,4
proposal73_2,3.0,3.0,3.0,0.75,4
proposal74_2,1.0,6.0,3.0,0.75,4
proposal75_2,3.0,3.0,3.0,0.75,4
proposal76_2,3.0,3.0,3.0,0.75,4
proposal77_2,3.0,3.0,3.0,0.75,4
proposal78_2,2.0,3.0,3.0,0.75,4
proposal79_2,2.0,3.0,3.0,0.75,4
proposal80_2,2.0,3.0,3.0,0.75,4
proposal81_2,2.0,3.0,2.5,0.75,4
proposal82_2,2.0,3.0,2.5,0.75,4
proposal83_2,2.0,3.0,2.0,0.75,4
proposal84_2,2.0,3.0,2.5,0.75,4
proposal85_2,2.0,2.0,2.0,0.75,4
proposal86_2,2.0,2.0,2.0,0.75,4
proposal87_2,2.0,2.0,2.0,0.75,4
proposal88_2,2.0,2.0,2.0,0.75,4
proposal89_2,2.0,2.0,2.0,0.75,4
proposal90_2,2.0,2.0,2.0,0.75,4
proposal91_2,2.0,2.0,2.0,0.75,4
proposal92_2,1.0,1.0,1.0,0.75,4
proposal1_3,6.0,6.0,6.0,0.75,4
proposal2_3,6.0,6.0,6.0,0.75,4
proposal3_3,6.0,6.0,6.0,0.75,4
proposal4_3,5.0,6.0,6.0,0.75,4
proposal5_3,5.0,6.0,6.0,0.75,4
proposal6_3,5.0,6.0,6.0,0.75,4
proposal7_3,1.0,6.0,5.5,0.75,4
proposal8_3,5.0,6.0,6.0,0.75,4
proposal9_3,5.0,6.0,5.0,0.75,4
proposal10_3,5.0,5.0,5.0,0.75,4
proposal11_3,1.0,6.0,5.0,0.75,4
proposal12_3,5.0,5.0,5.0,0.75,4
proposal13_3,5.0,5.0,5.0,0.75,4
proposal14_3,5.0,5.0,5.0,0.75,4
proposal15_3,5.0,5.0,5.0,0.75,4
proposal16_3,5.0,5.0,5.0,0.75,4
proposal17_3,5.0,5.0,5.0,0.75,4
proposal18_3,1.0,6.0,5.0,0.75,4
proposal19_3,5.0,5.0,5.0,0.75,4
proposal20_3,5.0,5.0,5.0,0.75,4
proposal21_3,5.0,5.0,5.0,0.75,4
proposal22_3,5.0,6.0,5.0,0.75,4
proposal23_3,5.0,5.0,5.0,0.75,4
proposal24_3,5.0,5.0,5.0,0.75,4
proposal25_3,5.0,5.0,5.0,0.75,4
proposal26_3,5.0,5.0,5.0,0.75,4
proposal27_3,5.0,5.0,5.0,0.75,4
proposal28_3,1.0,6.0,5.0,0.75,4
proposal29_3,4.0,5.0,4.0,0.75,4
proposal30_3,4.0,5.0,4.0,0.75,4
proposal31_3,4.0,5.0,4.5,0.75,4
proposal32_3,3.0,5.0,4.0,0.75,4
proposal33_3,4.0,5.0,4.0,0.75,4
proposal34_3,4.0,5.0,4.0,0.75,4
proposal35_3,4.0,5.0,4.0,0.75,4
proposal36_3,4.0,5.0,4.0,0.75,4
proposal37_3,4.0,5.0,4.0,0.75,4
proposal38_3,4.0,4.0,4.0,0.75,4
proposal39_3,4.0,5.0,4.0,0.75,4
proposal40_3,1.0,6.0,4.0,0.75,4
proposal41_3,4.0,4.0,4.0,0.75,4
proposal42_3,4.0,5.0,4.0,0.75,4
proposal43_3,1.0,6.0,4.0,0.75,4
proposal44_3,4.0,4.0,4.0,0.75,4
proposal45_3,4.0,4.0,4.0,0.75,4
proposal46_3,4.0,4.0,4.0,0.75,4
proposal47_3,3.0,5.0,4.0,0.75,4
proposal48_3,3.0,4.0,4.0,0.75,4
proposal49_3,1.0,6.0,4.0,0.75,4
proposal50_3,4.0,4.0,4.0,0.75,4
proposal51_3,4.0,4.0,4.0,0.75,4
proposal52_3,4.0,4.0,4.0,0.75,4
proposal53_3,3.0,4.0,4.0,0.75,4
proposal54_3,3.0,4.0,3.0,0.75,4
proposal55_3,3.0,4.0,3.5,0.75,4
proposal56_3,3.0,4.0,3.0,0.75,4
proposal57_3,1.0,6.0,3.5,0.75,4
proposal58_3,3.0,4.0,3.0,0.75,4
proposal59_3,3.0,3.0,3.0,0.75,4
proposal60_3,3.0,4.0,3.0,0.75,4
proposal61_3,3.0,4.0,3.0,0.75,4
proposal62_3,3.0,3.0,3.0,0.75,4
proposal63_3,3.0,3.0,3.0,0.75,4
proposal64_3,3.0,3.0,3.0,0.75,4
proposal65_3,3.0,4.0,3.0,0.75,4
proposal66_3,3.0,3.0,3.0,0.75,4
proposal67_3,3.0,3.0,3.0,0.75,4
proposal68_3,3.0,3.0,3.0,0.75,4
proposal69_3,3.0,3.0,3.0,0.75,4
proposal70_3,3.0,3.0,3.0,0.75,4
proposal71_3,3.0,3.0,3.0,0.75,4
proposal72_3,3.0,3.0,3.0,0.75,4
proposal73_3,1.0,6.0,3.0,0.75,4
proposal74_3,2.0,3.0,3.0,0.75,4
proposal75_3,3.0,3.0,3.0,0.75,4
proposal76_3,2.0,3.0,3.0,0.75,4
proposal77_3,2.0,3.0,3.0,0.75,4
proposal78_3,3.0,3.0,3.0,0.75,4
proposal79_3,2.0,2.0,2.0,0.75,4
proposal80_3,2.0,2.0,2.0,0.75,4
proposal81_3,2.0,2.0,2.0,0.75,4
proposal82_3,2.0,2.0,2.0,0.75,4
proposal83_3,2.0,2.0,2.0,0.75,4
proposal84_3,2.0,2.0,2.0,0.75,4
proposal85_3,2.0,2.0,2.0,0.75,4
proposal86_3,1.0,2.0,1.0,0.75,4
proposal1_4,1.0,6.0,6.0,0.75,4
proposal2_4,6.0,6.0,6.0,0.75,4
proposal3_4,5.0,6.0,6.0,0.75,4
proposal4_4,5.0,6.0,6.0,0.75,4
proposal5_4,6.0,6.0,6.0,0.75,4
proposal6_4,5.0,6.0,5.0,0.75,4
proposal7_4,5.0,5.0,5.0,0.75,4
proposal8_4,5.0,5.0,5.0,0.75,4
proposal9_4,5.0,6.0,5.0,0.75,4
proposal10_4,5.0,5.0,5.0,0.75,4
proposal11_4,5.0,5.0,5.0,0.75,4
proposal12_4,5.0,5.0,5.0,0.75,4
proposal13_4,5.0,5.0,5.0,0.75,4
proposal14_4,5.0,5.0,5.0,0.75,4
proposal15_4,5.0,5.0,5.0,0.75,4
proposal16_4,5.0,5.0,5.0,0.75,4
proposal17_4,5.0,5.0,5.0,0.75,4
proposal18_4,4.0,5.0,5.0,0.75,4
proposal19_4,1.0,6.0,5.0,0.75,4
proposal20_4,4.0,5.0,5.0,0.75,4
proposal21_4,5.0,5.0,5.0,0.75,4
proposal22_4,5.0,5.0,5.0,0.75,4
proposal23_4,4.0,5.0,4.5,0.75,4
proposal24_4,4.0,5.0,4.0,0.75,4
proposal25_4,1.0,6.0,5.0,0.75,4
proposal26_4,4.0,5.0,4.0,0.75,4
proposal27_4,4.0,5.0,4.0,0.75,4
proposal28_4,1.0,6.0,4.5,0.75,4
proposal29_4,4.0,4.0,4.0,0.75,4
proposal30_4,4.0,4.0,4.0,0.75,4
proposal31_4,4.0,4.0,4.0,0.75,4
proposal32_4,4.0,4.0,4.0,0.75,4
proposal33_4,1.0,6.0,4.0,0.75,4
proposal34_4,4.0,5.0,4.0,0.75,4
proposal35_4,4.0,4.0,4.0,0.75,4
proposal36_4,4.0,4.0,4.0,0.75,4
proposal37_4,4.0,4.0,4.0,0.75,4
proposal38_4,4.0,4.0,4.0,0.75,4
proposal39_4,4.0,4.0,4.0,0.75,4
proposal40_4,4.0,4.0,4.0,0.75,4
proposal41_4,4.0,4.0,4.0,0.75,4
proposal42_4,4.0,4.0,4.0,0.75,4
proposal43_4,4.0,4.0,4.0,0.75,4
proposal44_4,4.0,4.0,4.0,0.75,4
proposal45_4,4.0,4.0,4.0,0.75,4
proposal46_4,1.0,6.0,3.5,0.75,4
proposal47_4,4.0,4.0,4.0,0.75,4
proposal48_4,4.0,4.0,4.0,0.75,4
proposal49_4,3.0,4.0,4.0,0.75,4
proposal50_4,1.0,6.0,4.0,0.75,4
proposal51_4,3.0,4.0,3.0,0.75,4
proposal52_4,3.0,4.0,3.5,0.75,4
proposal53_4,3.0,4.0,4.0,0.75,4
proposal54_4,3.0,3.0,3.0,0.75,4
proposal55_4,3.0,4.0,3.0,0.75,4
proposal56_4,3.0,4.0,3.0,0.75,4
proposal57_4,3.0,3.0,3.0,0.75,4
proposal58_4,3.0,4.0,3.0,0.75,4
proposal59_4,3.0,3.0,3.0,0.75,4
proposal60_4,3.0,3.0,3.0,0.75,4
proposal61_4,3.0,3.0,3.0,0.75,4
proposal62_4,3.0,3.0,3.0,0.75,4
proposal63_4,3.0,3.0,3.0,0.75,4
proposal64_4,3.0,3.0,3.0,0.75,4
proposal65_4,1.0,6.0,3.0,0.75,4
proposal66_4,3.0,3.0,3.0,0.75,4
